InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName
60_IRRAGIN_3161,60,3161,New Amsterdam Red Berry,750mL,1,9.99,9.99,2024-06-06,750.0,1,0.79,3252,E & J GALLO WINERY         
73_DONCASTER_5396,73,5396,Tia Maria Coffee Liqueur,750mL,1,16.99,16.99,2024-01-08,750.0,1,0.79,4692,KOBRAND CORPORATION        
21_BALERNO_4040,21,4040,Clement Select Barrel Rhum,750mL,1,28.99,28.99,2024-04-11,750.0,1,0.79,9165,ULTRA BEVERAGE COMPANY LLP 
39_EASTHALLOW_3344,39,3344,Bombay Sapphire Gin,750mL,2,39.98,19.99,2024-07-06,750.0,1,1.57,480,BACARDI USA INC            
76_DONCASTER_1158,76,1158,Old New England Choc Egg Nog,750mL,2,13.98,6.99,2024-11-04,750.0,1,1.57,9552,M S WALKER INC             
19_WINTERVALE_8838,19,8838,Ch Ste Michelle Cab Svgn Col,750mL,1,13.99,13.99,2024-06-04,750.0,2,0.11,8673,STE MICHELLE WINE ESTATES  
15_WANBORNE_6879,15,6879,Maurice's Mentholated Mint,50mL,2,1.98,0.99,2024-02-19,50.0,1,0.1,9552,M S WALKER INC             
43_WOLFORD_8451,43,8451,Cruzan Aged Dark Rum,1.75L,1,16.99,16.99,2024-05-27,1750.0,1,1.84,12546,JIM BEAM BRANDS COMPANY    
67_EANVERNESS_40053,67,40053,Campo Viejo Tempranillo,750mL,1,10.99,10.99,2024-07-02,750.0,2,0.11,17035,PERNOD RICARD USA          
71_CLARCTON_15252,71,15252,Bota Mini Chard,500mL,1,3.99,3.99,2024-12-15,500.0,2,0.08,2242,DELICATO VINEYARDS INC     
44_PORTHCRAWL_8828,44,8828,Lunazul Blanco Tequila,750mL,1,13.99,13.99,2024-12-23,750.0,1,0.79,3924,HEAVEN HILL DISTILLERIES   
38_GOULCREST_8190,38,8190,Gran Centenario Rosangel,750mL,1,15.99,15.99,2024-09-22,750.0,1,0.79,7245,PROXIMO SPIRITS INC.       
73_DONCASTER_2120,73,2120,Canadian Club,1.75L,28,447.72,15.99,2024-08-12,1750.0,1,51.45,12546,JIM BEAM BRANDS COMPANY    
33_HORNSEY_3837,33,3837,Skyy Vodka,50mL,27,26.73,0.99,2024-10-31,50.0,1,1.42,11567,CAMPARI AMERICA            
13_TARMSWORTH_12747,13,12747,Barefoot Cellars Pnt Nr,750mL,1,6.29,6.29,2024-07-22,750.0,2,0.11,3252,E & J GALLO WINERY         
79_BALLYMENA_8298,79,8298,Skinnygirl Grapefruit Marg,750mL,1,10.99,10.99,2024-12-22,750.0,1,0.79,12546,JIM BEAM BRANDS COMPANY    
12_LEESIDE_13430,12,13430,Agua de Piedra Malbec Selccn,750mL,1,10.99,10.99,2024-09-23,750.0,2,0.11,7153,PINE STATE TRADING CO      
17_OLDHAM_5891,17,5891,Ryans Irish Cream,1.75L,1,15.99,15.99,2024-11-18,1750.0,1,1.84,8004,SAZERAC CO INC             
6_GOULCREST_2030,6,2030,Glen Moray 12 Yr Scotch,750mL,1,30.99,30.99,2024-09-03,750.0,1,0.79,7153,PINE STATE TRADING CO      
55_DRY GULCH_6570,55,6570,Kendall Jackson Chard Vt RSV,750mL,24,238.8,9.95,2024-01-02,750.0,2,2.7,10000,MAJESTIC FINE WINES        
76_DONCASTER_26285,76,26285,Moet & Chandon Imperial,1.5L,1,79.99,79.99,2024-07-08,1500.0,2,0.22,8112,MOET HENNESSY USA INC      
19_WINTERVALE_1003,19,1003,Crown Royal +2 Reusable Cups,750mL,1,22.99,22.99,2024-11-30,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
59_CLAETHORPES_8671,59,8671,Appleton Est VX Jamaican Rum,750mL,1,21.99,21.99,2024-02-26,750.0,1,0.79,11567,CAMPARI AMERICA            
4_EANVERNESS_5714,4,5714,Jose Cuervo Lime Margarita,200mL 4 Pk,1,9.99,9.99,2024-10-14,200.0,1,0.21,7245,PROXIMO SPIRITS INC.       
66_EANVERNESS_18232,66,18232,Shatter Grenache VdP Catalan,750mL,2,39.98,19.99,2024-04-10,750.0,2,0.22,8892,TRINCHERO FAMILY ESTATES   
34_PITMERDEN_1868,34,1868,Lagavulin Single Malt 16-Yr,750mL,2,139.98,69.99,2024-07-23,750.0,1,1.57,3960,DIAGEO NORTH AMERICA INC   
74_PAENTMARWY_8172,74,8172,DK Burst Blustery Peppermint,50mL,4,3.96,0.99,2024-11-02,50.0,1,0.21,12546,JIM BEAM BRANDS COMPANY    
27_MOUNTMEND_12213,27,12213,Evodia Garnacha Old Vine,750mL,2,15.98,7.99,2024-02-17,750.0,2,0.22,9552,M S WALKER INC             
68_SOLARIS_25269,68,25269,R Mondavi Cab Svgn Pvt Sel,750mL,3,20.94,6.98,2024-10-11,750.0,2,0.34,1392,CONSTELLATION BRANDS INC   
51_ABERDEEN_8921,51,8921,Sterling Cab Svgn,750mL,1,18.99,18.99,2024-07-09,750.0,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
25_CAERSHIRE_16891,25,16891,The Seeker Svgn Bl,750mL,1,11.99,11.99,2024-02-09,750.0,2,0.11,4692,KOBRAND CORPORATION        
16_LUNDY_3859,16,3859,Smirnoff 80 Proof,375mL,1,8.99,8.99,2024-11-13,375.0,1,0.39,3960,DIAGEO NORTH AMERICA INC   
18_FURNESS_2212,18,2212,Canadian Rich & Rare,1.75L,1,10.99,10.99,2024-10-12,1750.0,1,1.84,8004,SAZERAC CO INC             
71_CLARCTON_4246,71,4246,Bacardi Superior Rum,375mL,2,10.98,5.49,2024-12-24,375.0,1,0.79,480,BACARDI USA INC            
4_EANVERNESS_15922,4,15922,Primo Amore Moscato,750mL,3,29.97,9.99,2024-12-24,750.0,2,0.34,4425,MARTIGNETTI COMPANIES
65_LUTON_32648,65,32648,Beringer Classic Wh Znfdl,1.5L,1,7.99,7.99,2024-12-23,1500.0,2,0.22,9819,TREASURY WINE ESTATES      
15_WANBORNE_2549,15,2549,WhistlePig 10Yr Rye,375mL,1,44.99,44.99,2024-01-16,375.0,1,0.39,10754,PERFECTA WINES             
34_PITMERDEN_3235,34,3235,Absolut Berri Acai,750mL,1,17.99,17.99,2024-04-27,750.0,1,0.79,17035,PERNOD RICARD USA          
59_CLAETHORPES_24686,59,24686,Barco Negro Douro,750mL,3,23.97,7.99,2024-02-04,750.0,2,0.34,9165,ULTRA BEVERAGE COMPANY LLP 
56_BEGGAR'S HOLE_3608,56,3608,Smirnoff Orange Vodka,50mL,2,1.98,0.99,2024-05-19,50.0,1,0.1,3960,DIAGEO NORTH AMERICA INC   
64_CESTERFIELD_4804,64,4804,Rhum Barbancourt RSV Special,750mL,1,16.99,16.99,2024-05-18,750.0,1,0.79,6213,MHW LTD                    
50_MOUNTMEND_2645,50,2645,Chivas Regal,750mL,1,31.99,31.99,2024-07-16,750.0,1,0.79,17035,PERNOD RICARD USA          
73_DONCASTER_8131,73,8131,Lillet White French Aperiti,750mL,2,35.98,17.99,2024-07-28,750.0,2,0.22,17035,PERNOD RICARD USA          
50_MOUNTMEND_8184,50,8184,Kahlua,50mL,4,7.96,1.99,2024-05-19,50.0,1,0.21,17035,PERNOD RICARD USA          
66_EANVERNESS_27065,66,27065,David Bruce Pnt Nr Sonoma,750mL,1,34.99,34.99,2024-08-13,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
60_IRRAGIN_8066,60,8066,DeKuyper Triple Sec,1.75L,1,8.99,8.99,2024-11-10,1750.0,1,1.84,12546,JIM BEAM BRANDS COMPANY    
19_WINTERVALE_2834,19,2834,Old Smuggler P E T,1.75L,1,16.99,16.99,2024-08-25,1750.0,1,1.84,8320,SHAW ROSS INT L IMP LTD    
45_VERITAS_1883,45,1883,Seagrams 7 Crown,1.75L,4,71.96,17.99,2024-04-09,1750.0,1,7.35,3960,DIAGEO NORTH AMERICA INC   
38_GOULCREST_33873,38,33873,Bella Sera Pnt Grigio Del,750mL,1,6.49,6.49,2024-02-04,750.0,2,0.11,3252,E & J GALLO WINERY         
50_MOUNTMEND_5356,50,5356,Kahlua,375mL,1,9.99,9.99,2024-04-29,375.0,1,0.39,17035,PERNOD RICARD USA          
76_DONCASTER_2644,76,2644,Chivas Regal 18-Yr Scotch,750mL,1,69.99,69.99,2024-08-04,750.0,1,0.79,17035,PERNOD RICARD USA          
68_SOLARIS_43808,68,43808,R M Woodbridge Pnt Nr Cal,750mL,3,14.85,4.95,2024-09-10,750.0,2,0.34,1392,CONSTELLATION BRANDS INC   
64_CESTERFIELD_3246,64,3246,Bentley's Vodka,1.75L,4,35.16,8.79,2024-12-10,1750.0,1,7.35,8004,SAZERAC CO INC             
6_GOULCREST_26285,6,26285,Moet & Chandon Imperial,1.5L,1,79.99,79.99,2024-10-08,1500.0,2,0.22,8112,MOET HENNESSY USA INC      
66_EANVERNESS_8553,66,8553,Dekuyper Blue Curacao,750mL,1,6.99,6.99,2024-09-01,750.0,1,0.79,12546,JIM BEAM BRANDS COMPANY    
69_MOUNTMEND_14631,69,14631,Dom Serene Yamhill Cv Pnt Nr,750mL,1,36.99,36.99,2024-02-04,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
22_SHARNWICK_1520,22,1520,Pinnacle Vodka Cane 4/50mls,50mL 4 Pk,1,3.99,3.99,2024-10-29,50.0,1,0.05,12546,JIM BEAM BRANDS COMPANY    
3_HORNSEY_8726,3,8726,Baileys Irish Cream,50mL,4,7.96,1.99,2024-10-08,50.0,1,0.21,3960,DIAGEO NORTH AMERICA INC   
42_BLACK HOLLOW_2753,42,2753,Johnnie Walker Black Label,1.75L,1,59.99,59.99,2024-06-16,1750.0,1,1.84,3960,DIAGEO NORTH AMERICA INC   
50_MOUNTMEND_3443,50,3443,Stolichnaya,375mL,1,8.99,8.99,2024-12-28,375.0,1,0.39,8664,"STOLI GROUP,(USA) LLC      "
48_NORFOLK_35471,48,35471,R M Woodbridge Pnt Grigio,750mL,6,29.7,4.95,2024-09-09,750.0,2,0.68,1392,CONSTELLATION BRANDS INC   
62_KILMARNOCK_1355,62,1355,Knob Creek Bourbon,50mL,4,15.96,3.99,2024-05-21,50.0,1,0.21,12546,JIM BEAM BRANDS COMPANY    
74_PAENTMARWY_43223,74,43223,Ch Beauchene Cotes du Rhone,750mL,2,17.98,8.99,2024-02-06,750.0,2,0.22,10754,PERFECTA WINES             
4_EANVERNESS_35664,4,35664,Redwood Creek Cab Svgn Cal,1.5L,1,9.99,9.99,2024-02-23,1500.0,2,0.22,3252,E & J GALLO WINERY         
55_DRY GULCH_8485,55,8485,Gozio Amaretto,750mL,1,22.99,22.99,2024-09-16,750.0,1,0.79,1485,CASTLE BRANDS CORP.        
47_PELLA'S WISH_44228,47,44228,Clean Slate Rsl Mosel,750mL,4,55.96,13.99,2024-03-04,750.0,2,0.45,7153,PINE STATE TRADING CO      
7_STANMORE_12203,7,12203,Cavit Prosecco Lunetta,187mL 3 Pk,8,79.92,9.99,2024-08-26,187.0,2,0.22,6785,PALM BAY INTERNATIONAL INC 
34_PITMERDEN_19870,34,19870,Yellow Tail Sangria,1.5L,9,80.55,8.95,2024-03-28,1500.0,2,2.02,4425,MARTIGNETTI COMPANIES
23_ARBINGTON_19074,23,19074,Roaring Meg Pnt Nr,750mL,2,41.98,20.99,2024-03-25,750.0,2,0.22,90024,VINILANDIA USA             
60_IRRAGIN_3349,60,3349,Russian Standard Vodka,50mL,1,0.99,0.99,2024-02-23,50.0,1,0.05,10050,Russian Standard Vodka     
72_HARDERSFIELD_3781,72,3781,Three Olives Vanilla Vodka,750mL,1,12.99,12.99,2024-01-17,750.0,1,0.79,7245,PROXIMO SPIRITS INC.       
60_IRRAGIN_15548,60,15548,Seaglass Chard,750mL,2,17.98,8.99,2024-11-23,750.0,2,0.22,8892,TRINCHERO FAMILY ESTATES   
38_GOULCREST_6918,38,6918,Franzia Tap Cab Svgn,5L,1,15.99,15.99,2024-11-28,5000.0,2,0.75,9815,WINE GROUP INC             
25_CAERSHIRE_4246,25,4246,Bacardi Superior Rum,375mL,2,10.98,5.49,2024-12-15,375.0,1,0.79,480,BACARDI USA INC            
15_WANBORNE_5337,15,5337,Drambuie,750mL,1,26.99,26.99,2024-11-07,750.0,1,0.79,3664,WILLIAM GRANT & SONS INC   
62_KILMARNOCK_27735,62,27735,Bogle Cab Svgn Cal,750mL,2,21.98,10.99,2024-06-18,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
10_HORNSEY_2435,10,2435,Crown Royal RSV,750mL,1,38.99,38.99,2024-08-06,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
49_GARIGILL_1269,49,1269,Jeffersons Bourbon,750mL,1,26.99,26.99,2024-03-13,750.0,1,0.79,1485,CASTLE BRANDS CORP.        
12_LEESIDE_2665,12,2665,Dewars White Label,750mL,3,59.97,19.99,2024-04-02,750.0,1,2.36,480,BACARDI USA INC            
11_CARDEND_38502,11,38502,Ruffino Lumina Pnt Grigio,750mL,4,31.96,7.99,2024-05-25,750.0,2,0.45,1392,CONSTELLATION BRANDS INC   
16_LUNDY_2143,16,2143,Canadian Mist,1.75L,1,12.99,12.99,2024-07-28,1750.0,1,1.84,1128,BROWN-FORMAN CORP          
66_EANVERNESS_42099,66,42099,Bota Box Pnt Grigio Cal,3L,4,71.96,17.99,2024-05-14,3000.0,2,1.8,2242,DELICATO VINEYARDS INC     
73_DONCASTER_24621,73,24621,Cline Chard Sonoma Cst,750mL,1,11.99,11.99,2024-06-06,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
72_HARDERSFIELD_44334,72,44334,Noble Vines 337 Cab Svgn,750mL,2,29.98,14.99,2024-09-30,750.0,2,0.22,2242,DELICATO VINEYARDS INC     
74_PAENTMARWY_4662,74,4662,Capt Morgan White PET,1.75L,1,19.99,19.99,2024-07-24,1750.0,1,1.84,3960,DIAGEO NORTH AMERICA INC   
58_HARTLEPOOL_6937,58,6937,Cavit Pinot Grigio,1.5L,6,59.94,9.99,2024-08-07,1500.0,2,1.35,6785,PALM BAY INTERNATIONAL INC 
50_MOUNTMEND_11440,50,11440,Peter Vella Sangria B/B,5L,1,14.99,14.99,2024-07-14,5000.0,2,0.75,3252,E & J GALLO WINERY         
78_EASTHAVEN_5828,78,5828,Ryans Irish Cream,750mL,1,8.99,8.99,2024-06-08,750.0,1,0.79,8004,SAZERAC CO INC             
32_MOUNTMEND_40337,32,40337,Da Vinci Chianti Tuscany,750mL,1,9.99,9.99,2024-07-09,750.0,2,0.11,3252,E & J GALLO WINERY         
14_BROMWICH_5042,14,5042,Tequila Rose Liqueur,750mL,1,14.99,14.99,2024-02-08,750.0,1,0.79,5992,MCCORMICK DISTILLING CO    
74_PAENTMARWY_18642,74,18642,Yellow Tail Pink Moscato,1.5L,1,8.95,8.95,2024-08-27,1500.0,2,0.22,4425,MARTIGNETTI COMPANIES
34_PITMERDEN_3679,34,3679,Chopin Vodka,750mL,3,65.97,21.99,2024-02-14,750.0,1,2.36,6213,MHW LTD                    
11_CARDEND_8515,11,8515,Baileys Chocolate Cherry,750mL,1,21.99,21.99,2024-06-16,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
42_BLACK HOLLOW_7341,42,7341,Smirnoff Watermelon,50mL,5,4.95,0.99,2024-10-19,50.0,1,0.26,3960,DIAGEO NORTH AMERICA INC   
37_PAETHSMOUTH_2665,37,2665,Dewars White Label,750mL,1,19.99,19.99,2024-12-07,750.0,1,0.79,480,BACARDI USA INC            
28_LARNWICK_31465,28,31465,Franzia Tap Chard,5L,1,15.99,15.99,2024-01-07,5000.0,2,0.75,9815,WINE GROUP INC             
44_PORTHCRAWL_3584,44,3584,Absolut Raspberri,750mL,1,16.99,16.99,2024-08-25,750.0,1,0.79,17035,PERNOD RICARD USA          
30_CULCHETH_7077,30,7077,Smirnoff Strawberry Vodka,50mL,8,7.92,0.99,2024-07-12,50.0,1,0.42,3960,DIAGEO NORTH AMERICA INC   
65_LUTON_7221,65,7221,M & R Sweet Vermouth,1.5L,1,10.49,10.49,2024-11-21,1500.0,2,0.22,480,BACARDI USA INC            
38_GOULCREST_27259,38,27259,Cooper & Thief Cellarmasters,750mL,2,49.98,24.99,2024-11-05,750.0,2,0.22,1392,CONSTELLATION BRANDS INC   
54_GUTHRAM_8448,54,8448,Cruzan Aged Dark Rum,750mL,2,19.98,9.99,2024-05-28,750.0,1,1.57,12546,JIM BEAM BRANDS COMPANY    
1_HARDERSFIELD_6694,1,6694,Lindemans Bin 65 Chard,750mL,1,7.99,7.99,2024-09-02,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
11_CARDEND_39384,11,39384,F Coppola Diamond Pnt Nr,750mL,4,51.8,12.95,2024-02-10,750.0,2,0.45,2000,SOUTHERN WINE & SPIRITS NE 
63_SWORDBREAK_4882,63,4882,Arrow Coffee Brandy,750mL,3,19.47,6.49,2024-05-20,750.0,1,2.36,8352,LUXCO INC                  
21_BALERNO_4359,21,4359,Mr Boston Light Rum,1.75L,2,19.98,9.99,2024-06-01,1750.0,1,3.67,660,SAZERAC NORTH AMERICA INC. 
51_ABERDEEN_15105,51,15105,Kendall Jackson Avant Chard,750mL,1,9.99,9.99,2024-12-03,750.0,2,0.11,10000,MAJESTIC FINE WINES        
20_BREDWARDINE_3243,20,3243,Burnetts Vodka,1.75L,2,21.98,10.99,2024-09-03,1750.0,1,3.67,3924,HEAVEN HILL DISTILLERIES   
62_KILMARNOCK_5765,62,5765,Jose Cuervo Lime Margarita,1.75L,1,13.99,13.99,2024-03-24,1750.0,1,1.84,7245,PROXIMO SPIRITS INC.       
64_CESTERFIELD_26450,64,26450,Pere Anselme CDR Rose,750mL,5,59.95,11.99,2024-07-03,750.0,2,0.56,9165,ULTRA BEVERAGE COMPANY LLP 
11_CARDEND_13498,11,13498,Riva Rey Tempranillo,750mL,2,15.98,7.99,2024-03-18,750.0,2,0.22,1587,VINEYARD BRANDS INC        
34_PITMERDEN_4247,34,4247,Bacardi Limon Rum,750mL,3,29.97,9.99,2024-06-03,750.0,1,2.36,480,BACARDI USA INC            
19_WINTERVALE_4075,19,4075,Bacardi Pineapple Fusion,1.75L,1,23.99,23.99,2024-02-18,1750.0,1,1.84,480,BACARDI USA INC            
10_HORNSEY_2547,10,2547,WhistlePig 10Yr Straight Rye,50mL,2,13.98,6.99,2024-08-06,50.0,1,0.1,10754,PERFECTA WINES             
38_GOULCREST_18972,38,18972,Schug Pnt Nr Carneros,375mL,2,21.98,10.99,2024-01-17,375.0,2,0.11,4425,MARTIGNETTI COMPANIES
12_LEESIDE_3522,12,3522,Platinum 7X Distilled Vodka,1.75L,4,51.96,12.99,2024-04-04,1750.0,1,7.35,8004,SAZERAC CO INC             
55_DRY GULCH_8673,55,8673,Skinnygirl Margarita,750mL,2,21.98,10.99,2024-01-22,750.0,1,1.57,12546,JIM BEAM BRANDS COMPANY    
52_GRAYCOTT_2954,52,2954,Highland Park 12 Yr Single,750mL,1,49.99,49.99,2024-03-08,750.0,1,0.79,2561,EDRINGTON AMERICAS         
67_EANVERNESS_1231,67,1231,Jack Daniels No 7 Black,375mL,2,25.98,12.99,2024-09-21,375.0,1,0.79,1128,BROWN-FORMAN CORP          
76_DONCASTER_21685,76,21685,Cameron Hughes Cam Col Cab S,750mL,1,13.99,13.99,2024-04-20,750.0,2,0.11,653,STATE WINE & SPIRITS   
38_GOULCREST_5315,38,5315,B & B Liqueur Dom,750mL,4,99.96,24.99,2024-03-12,750.0,1,3.15,480,BACARDI USA INC            
50_MOUNTMEND_16782,50,16782,Penner-Ash Willamette Pnt Nr,750mL,2,73.98,36.99,2024-12-09,750.0,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
76_DONCASTER_46600,76,46600,Primaterra Pnt Grigio,750mL,1,9.99,9.99,2024-05-25,750.0,2,0.11,10754,PERFECTA WINES             
66_EANVERNESS_4223,66,4223,Bacardi Gold Rum,1.75L,2,39.98,19.99,2024-12-31,1750.0,1,3.67,480,BACARDI USA INC            
54_GUTHRAM_7996,54,7996,Stock Italian Sweet Vermouth,750mL,1,5.49,5.49,2024-06-30,750.0,2,0.11,8352,LUXCO INC                  
69_MOUNTMEND_11227,69,11227,Girard Svgn Bl Napa Vly,750mL,1,15.99,15.99,2024-02-20,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
81_PEMBROKE_5365,81,5365,Kahlua,750mL,7,132.93,18.99,2024-12-21,750.0,1,5.51,17035,PERNOD RICARD USA          
13_TARMSWORTH_27835,13,27835,Wild Horse CC Pnt Nr,750mL,1,16.99,16.99,2024-01-21,750.0,2,0.11,1392,CONSTELLATION BRANDS INC   
73_DONCASTER_35412,73,35412,Yellow Tail Chard Ausl,1.5L,1,14.99,14.99,2024-04-14,1500.0,2,0.22,4425,MARTIGNETTI COMPANIES
38_GOULCREST_4881,38,4881,Bacardi Twin Pack 2/750mls,750mL 2 Pk,2,39.98,19.99,2024-01-25,750.0,1,1.57,480,BACARDI USA INC            
76_DONCASTER_28580,76,28580,Silverado Chard,750mL,1,25.99,25.99,2024-09-17,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
75_BARNCOMBE_17176,75,17176,Beringer Classic Chard,1.5L,1,9.99,9.99,2024-04-05,1500.0,2,0.22,9819,TREASURY WINE ESTATES      
33_HORNSEY_8678,33,8678,Banfi Chianti Clsc RSV,750mL,1,16.99,16.99,2024-12-28,750.0,2,0.11,516,BANFI PRODUCTS CORP        
11_CARDEND_6319,11,6319,Santa Cristina Toscana,750mL,1,10.99,10.99,2024-07-20,750.0,2,0.11,8673,STE MICHELLE WINE ESTATES  
33_HORNSEY_13708,33,13708,Bota Box Cab Svgn,3L,2,35.98,17.99,2024-06-20,3000.0,2,0.9,2242,DELICATO VINEYARDS INC     
28_LARNWICK_6933,28,6933,Ch Ste Michelle Svgn Bl,750mL,2,15.9,7.95,2024-08-16,750.0,2,0.22,8673,STE MICHELLE WINE ESTATES  
6_GOULCREST_2465,6,2465,Crown Royal Mini,50mL,2,5.98,2.99,2024-01-09,50.0,1,0.1,3960,DIAGEO NORTH AMERICA INC   
75_BARNCOMBE_1692,75,1692,Everclear 151,750mL,1,19.99,19.99,2024-03-19,750.0,1,0.79,8352,LUXCO INC                  
73_DONCASTER_21259,73,21259,Paul Hobbs Crossbarn Rose PN,750mL,3,56.97,18.99,2024-03-29,750.0,2,0.34,4425,MARTIGNETTI COMPANIES
60_IRRAGIN_3276,60,3276,Gordons London Dry,1.75L,5,74.95,14.99,2024-02-26,1750.0,1,9.19,3960,DIAGEO NORTH AMERICA INC   
65_LUTON_3423,65,3423,Beefeater,1.75L,1,26.99,26.99,2024-02-15,1750.0,1,1.84,17035,PERNOD RICARD USA          
75_BARNCOMBE_4626,75,4626,Meukow VS Cognac,750mL,1,24.49,24.49,2024-02-04,750.0,1,0.79,660,SAZERAC NORTH AMERICA INC. 
62_KILMARNOCK_2164,62,2164,New Amsterdam Gin,1.75L,1,18.99,18.99,2024-07-01,1750.0,1,1.84,3252,E & J GALLO WINERY         
73_DONCASTER_2756,73,2756,Jameson Caskmates,750mL,1,29.99,29.99,2024-04-14,750.0,1,0.79,17035,PERNOD RICARD USA          
63_SWORDBREAK_35393,63,35393,Tohu Svgn Bl Marlboro,750mL,1,12.99,12.99,2024-07-23,750.0,2,0.11,9552,M S WALKER INC             
66_EANVERNESS_27644,66,27644,Cline Znfdl Cal,750mL,1,9.99,9.99,2024-07-09,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
30_CULCHETH_5735,30,5735,Malibu Rum,750mL,1,12.99,12.99,2024-11-25,750.0,1,0.79,17035,PERNOD RICARD USA          
76_DONCASTER_5165,76,5165,Hpnotiq Liqueur,750mL,1,17.99,17.99,2024-01-16,750.0,1,0.79,3924,HEAVEN HILL DISTILLERIES   
67_EANVERNESS_3963,67,3963,Menage A Trois Vodka,750mL,5,54.95,10.99,2024-07-17,750.0,1,3.94,8892,TRINCHERO FAMILY ESTATES   
22_SHARNWICK_10443,22,10443,Charles Smith Kung Fu Girl R,750mL,2,23.98,11.99,2024-12-30,750.0,2,0.22,10754,PERFECTA WINES             
54_GUTHRAM_37822,54,37822,Frescobaldi Chianti RSV Nip,750mL,4,67.96,16.99,2024-08-07,750.0,2,0.45,9165,ULTRA BEVERAGE COMPANY LLP 
75_BARNCOMBE_22143,75,22143,Simi Cab Svgn,750mL,3,41.37,13.79,2024-12-21,750.0,2,0.34,1392,CONSTELLATION BRANDS INC   
41_LARNWICK_37312,41,37312,Salmon Run NY Pnt Nr,750mL,1,14.99,14.99,2024-03-31,750.0,2,0.11,10754,PERFECTA WINES             
6_GOULCREST_14433,6,14433,F Coppola Rosso Bianco Chard,750mL,1,8.99,8.99,2024-03-11,750.0,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
74_PAENTMARWY_27144,74,27144,Bouchaine Pnt Nr Carneros,750mL,2,35.98,17.99,2024-12-19,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
34_PITMERDEN_9037,34,9037,Prairie Organic Cucumber Vod,750mL,1,15.99,15.99,2024-01-31,750.0,1,0.79,9206,PHILLIPS PRODUCTS CO.      
50_MOUNTMEND_8118,50,8118,Mr Boston Blackberry Brandy,750mL,1,5.99,5.99,2024-03-23,750.0,1,0.79,660,SAZERAC NORTH AMERICA INC. 
54_GUTHRAM_32969,54,32969,Alice White Shiraz Ausl,1.5L,1,13.99,13.99,2024-12-10,1500.0,2,0.22,1392,CONSTELLATION BRANDS INC   
8_ALNERWICK_14805,8,14805,Ninety+Cellars Lot 23 Malbec,750mL,1,8.99,8.99,2024-06-01,750.0,2,0.11,4950,LATITUDE BEVERAGE COMPANY  
74_PAENTMARWY_38771,74,38771,Rob Stuart Big Fire Pnt Gris,750mL,2,29.98,14.99,2024-08-12,750.0,2,0.22,653,STATE WINE & SPIRITS   
69_MOUNTMEND_31277,69,31277,Landmark Overlook Chard,750mL,1,15.99,15.99,2024-11-22,750.0,2,0.11,9552,M S WALKER INC             
56_BEGGAR'S HOLE_8040,56,8040,Bols Blue Curacao,750mL,1,8.99,8.99,2024-09-10,750.0,1,0.79,6213,MHW LTD                    
38_GOULCREST_20968,38,20968,Ninety+Cellars Lot 113 B Red,750mL,2,21.98,10.99,2024-07-25,750.0,2,0.22,4950,LATITUDE BEVERAGE COMPANY  
27_MOUNTMEND_5111,27,5111,Dr McGillicuddy's Mentholmnt,50mL,20,19.8,0.99,2024-02-24,50.0,1,1.05,8004,SAZERAC CO INC             
64_CESTERFIELD_4187,64,4187,Kraken Black Spiced Rum,750mL,1,18.99,18.99,2024-10-06,750.0,1,0.79,7245,PROXIMO SPIRITS INC.       
55_DRY GULCH_4262,55,4262,Capt Morgan Spiced Rum,750mL,1,16.99,16.99,2024-04-29,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
69_MOUNTMEND_8652,69,8652,Grande Absente Absinthe,750mL,1,56.99,56.99,2024-10-26,750.0,1,0.79,6213,MHW LTD                    
6_GOULCREST_1345,6,1345,Basil Hayden Bourbon,750mL,3,113.97,37.99,2024-12-03,750.0,1,2.36,12546,JIM BEAM BRANDS COMPANY    
8_ALNERWICK_4268,8,4268,Capt Morgan Private Stock,750mL,2,45.98,22.99,2024-12-23,750.0,1,1.57,3960,DIAGEO NORTH AMERICA INC   
40_BULLMAR_3405,40,3405,Tito's Handmade Vodka,1.75L,1,29.99,29.99,2024-09-25,1750.0,1,1.84,4425,MARTIGNETTI COMPANIES
15_WANBORNE_5076,15,5076,M Duffau Napoleon Armagnac,750mL,1,35.99,35.99,2024-10-20,750.0,1,0.79,10754,PERFECTA WINES             
